timestamp,user_id,role,login_hour,session_duration,data_download_mb,transaction_amount,access_count,privilege_level,device_change,location_change,failed_logins,is_off_hours,login_frequency,attack_type,risk_score
01-08-2025 12:32,35a79014,Employee,12,54,1,1228,23,5,0,0,4,0,4,Privilege Abuse,0.5181
01-08-2025 12:33,f8fce0ec,Employee,12,30,1,814,5,1,0,0,0,0,4,Normal,0.0744
01-08-2025 12:34,491dd02d,Contractor,12,47,10,1324,25,5,0,0,2,0,4,Privilege Abuse,0.5262
01-08-2025 12:35,90e50c7e,Employee,12,42,3,61,6,3,0,0,0,0,2,Normal,0.0412
01-08-2025 12:35,2c569790,Manager,12,43,3,65,0,3,0,0,0,0,3,Normal,0.0393
01-08-2025 12:35,f77a1b6c,Employee,12,41,23,5,5,5,0,0,0,0,3,Normal,0.3908
01-08-2025 12:36,cf17ddcb,Employee,12,55,12,1005,3,1,0,0,0,0,2,Normal,0.0353
01-08-2025 12:37,cbc2af37,Employee,12,43,6,308,4,2,0,0,0,0,3,Normal,0.0714
01-08-2025 12:38,59f38e74,Employee,12,55,15,45,8,2,0,0,0,0,4,Normal,0.0671
01-08-2025 12:38,a5afd44e,Admin,12,65,9,90,4,2,0,0,0,0,4,Normal,0.1881
01-08-2025 12:38,999557d1,Employee,12,43,15,289,5,1,0,0,0,0,4,Normal,0.0772
01-08-2025 12:41,1f2d9278,Vendor,12,52,4,110,3,2,0,0,0,0,2,Normal,0.1884
01-08-2025 12:43,66337c15,Employee,12,71,7,112,4,1,0,0,0,0,2,Normal,0.0424
01-08-2025 12:44,70d373ec,Employee,12,72,53,303,1,1,0,0,0,0,4,Normal,0.0698
01-08-2025 12:45,a9e4110c,Employee,12,44,13,166,5,2,0,0,0,0,2,Normal,0.0631
01-08-2025 12:45,8a40abb9,Vendor,12,51,7,1323,4,1,0,0,0,0,2,Normal,0.1888
01-08-2025 12:46,77d36aba,Employee,12,54,4,1426,4,4,0,0,0,0,4,Normal,0.3093
01-08-2025 12:46,7270dcd9,Admin,12,46,4,313,5,1,0,0,0,0,4,Normal,0.2074
01-08-2025 12:46,83cf7596,Employee,12,49,6,61,31,4,0,0,2,0,4,Privilege Abuse,0.2732
01-08-2025 12:47,618a4f9c,Employee,12,28,17,238,5,2,0,0,0,0,4,Normal,0.0377
01-08-2025 12:50,ae27e284,Manager,12,48,21,321,8,1,0,0,0,0,3,Normal,0.0428
01-08-2025 12:50,d19efbdb,Employee,12,55,9,294,22,4,0,0,4,0,2,Privilege Abuse,0.3802
01-08-2025 12:51,a34248af,Employee,12,47,1,99,3,2,0,0,0,0,3,Normal,0.0773
01-08-2025 12:52,775fe567,Employee,12,53,4,18,4,3,0,0,0,0,2,Normal,0.0524
01-08-2025 12:52,7b2582c1,Employee,12,40,9,479,5,2,0,0,0,0,2,Normal,0.0351
01-08-2025 12:53,80dc04a2,Employee,12,48,0,477,8,1,0,0,0,0,3,Normal,0.0243
01-08-2025 12:54,c1486e26,Employee,12,43,0,125,3,2,0,0,0,0,1,Normal,0.0475
01-08-2025 12:55,a79f61d3,Employee,12,56,7,316,9,1,0,0,0,0,3,Normal,0.0463
01-08-2025 12:55,83b213ce,Employee,12,23,3,148,2,1,0,0,0,0,4,Normal,0.0235
01-08-2025 12:55,b8f64c15,Manager,12,61,12,113,8,1,0,0,0,0,2,Normal,0.0553
01-08-2025 12:56,af63f0d9,Vendor,12,30,19,946,6,1,0,0,0,0,4,Normal,0.1838
01-08-2025 12:56,02cca8a2,Employee,12,30,12,3608,6,1,0,0,0,0,3,Normal,0.0456
01-08-2025 12:57,22266e5a,Contractor,12,62,38,325,1,3,0,0,0,0,3,Normal,0.1639
01-08-2025 12:59,4b94a937,Employee,12,53,8,190,5,2,0,0,0,0,4,Normal,0.0778
01-08-2025 13:00,dcaf8ec4,Employee,13,44,14,1090,2,1,0,0,0,0,1,Normal,0.0772
01-08-2025 13:01,debe6e3c,Contractor,13,31,35,35,6,1,0,0,0,0,1,Normal,0.1557
01-08-2025 13:02,c02dc369,Employee,13,51,2,269,4,3,0,0,0,0,2,Normal,0.0304
01-08-2025 13:02,125b8546,Vendor,13,44,11,378,3,2,0,0,0,0,1,Normal,0.1852
01-08-2025 13:03,9.32E+78,Vendor,13,22,29,1443,25,4,0,0,4,0,4,Privilege Abuse,0.5635
01-08-2025 13:03,058c4884,Employee,13,76,6,40,5,1,0,0,0,0,1,Normal,0.0664
01-08-2025 13:03,22f049ce,Employee,13,47,12,32,5,5,0,0,0,0,4,Normal,0.4071
01-08-2025 13:03,c43c9563,Employee,13,44,9,479,4,1,0,0,0,0,1,Normal,0.0502
01-08-2025 13:03,a6da181b,Contractor,13,52,2,609,27,4,0,0,2,0,3,Privilege Abuse,0.405
01-08-2025 13:03,c75cfe0a,Employee,13,45,3,146,8,1,0,0,0,0,4,Normal,0.0782
01-08-2025 13:04,6c1e15b6,Contractor,13,47,10,453,2,3,0,0,0,0,2,Normal,0.1612
01-08-2025 13:04,33458cb9,Employee,13,54,2,289,5,2,0,0,0,0,4,Normal,0.0417
01-08-2025 13:05,3919259c,Employee,13,36,14,31,6,1,0,0,0,0,2,Normal,0.0236
01-08-2025 13:06,e51c1645,Vendor,13,51,25,329,4,2,0,0,0,0,3,Normal,0.186
01-08-2025 13:06,d571bb26,Employee,13,38,31,862,1,3,0,0,0,0,3,Normal,0.0722
01-08-2025 13:06,3d325a3d,Manager,13,37,1,149,3,1,0,0,0,0,1,Normal,0.076
01-08-2025 13:07,3816d808,Contractor,13,39,0,328,6,1,0,0,0,0,1,Normal,0.1401
01-08-2025 13:07,fb047a62,Employee,13,76,3,815,7,1,0,0,0,0,1,Normal,0.0409
01-08-2025 13:07,1c9df002,Employee,13,64,0,166,8,5,0,0,0,0,3,Normal,0.4222
01-08-2025 13:08,844ccb4f,Manager,13,61,24,184,3,2,0,0,0,0,4,Normal,0.042
01-08-2025 13:08,21c5fc86,Employee,13,59,1,206,3,1,0,0,0,0,2,Normal,0.0642
01-08-2025 13:10,3e0cceff,Vendor,13,11,5,388,6,1,0,0,0,0,3,Normal,0.1766
01-08-2025 13:11,8c7a0451,Manager,13,27,11,2691,3,1,0,0,0,0,3,Normal,0.0376
01-08-2025 13:11,097d9106,Employee,13,55,7,220,4,1,0,0,0,0,1,Normal,0.0664
01-08-2025 13:11,4e906599,Employee,13,6,19,1385,2,1,0,0,0,0,2,Normal,0.0333
01-08-2025 13:11,af64099e,Employee,13,60,24,360,3,1,0,0,0,0,3,Normal,0.0769
01-08-2025 13:13,677ea9e7,Vendor,13,28,9,530,7,1,0,0,0,0,4,Normal,0.1795
01-08-2025 13:13,4596e1cf,Employee,13,55,20,343,7,1,0,0,0,0,2,Normal,0.0311
01-08-2025 13:13,965ad728,Employee,13,59,5,779,6,1,0,0,0,0,4,Normal,0.0407
01-08-2025 13:14,8e1cc1b1,Contractor,13,25,57,88,7,1,0,0,0,0,1,Normal,0.1673
01-08-2025 13:15,70a511fa,Vendor,13,9,12,349,3,2,0,0,0,0,2,Normal,0.1986
01-08-2025 13:16,87f62cfa,Employee,13,53,8,752,5,2,0,0,0,0,3,Normal,0.0434
01-08-2025 13:18,3c6ee9ee,Employee,13,39,19,552,3,3,0,0,0,0,4,Normal,0.0536
01-08-2025 13:18,8032fea9,Vendor,13,24,0,1555,9,3,0,0,0,0,1,Normal,0.2237
01-08-2025 13:18,331c3555,Employee,13,27,6,46,4,5,0,0,0,0,3,Normal,0.3999
01-08-2025 13:19,28359d3f,Employee,13,40,6,305,11,2,0,0,0,0,4,Normal,0.0362
01-08-2025 13:19,9528bcd9,Employee,13,29,19,933,5,1,0,0,0,0,4,Normal,0.0609
01-08-2025 13:19,6cf921f7,Vendor,13,49,14,430,7,2,0,0,0,0,2,Normal,0.2294
01-08-2025 13:20,abb44248,Employee,13,39,14,308,9,2,0,0,0,0,2,Normal,0.0713
01-08-2025 13:20,489ad849,Employee,13,53,0,123,4,1,0,0,0,0,3,Normal,0.0256
01-08-2025 13:21,8a948ffd,Vendor,13,81,4,16,7,3,0,0,0,0,1,Normal,0.2285
01-08-2025 13:21,3ad7bc84,Contractor,13,47,9,57,10,1,0,0,0,0,2,Normal,0.1655
01-08-2025 13:21,be958b12,Contractor,13,46,15,535,3,1,0,0,0,0,3,Normal,0.1783
01-08-2025 13:21,057be185,Employee,13,69,1,224,3,1,0,0,0,0,1,Normal,0.0453
01-08-2025 13:23,b310b981,Employee,13,29,1,33,3,3,0,0,0,0,1,Normal,0.0737
01-08-2025 13:23,52030d34,Manager,13,31,33,792,5,2,0,0,0,0,4,Normal,0.0457
01-08-2025 13:24,a913e1fd,Employee,13,39,0,1236,2,1,0,0,0,0,2,Normal,0.036
01-08-2025 13:24,0d40e8a1,Manager,13,48,26,472,6,1,0,0,0,0,3,Normal,0.0512
01-08-2025 13:25,cea8f401,Employee,13,35,24,26,6,1,0,0,0,0,3,Normal,0.0785
01-08-2025 13:26,b84a1cff,Manager,13,53,19,258,4,1,0,0,0,0,2,Normal,0.0703
01-08-2025 13:26,38364a36,Manager,13,11,4,518,5,1,0,0,0,0,1,Normal,0.0578
01-08-2025 13:26,e3657f4f,Manager,13,58,27,1818,4,2,0,0,0,0,1,Normal,0.0303
01-08-2025 13:27,14cea82a,Employee,13,31,36,667,4,5,0,0,0,0,2,Normal,0.3887
01-08-2025 13:28,7758387d,Employee,13,38,4,107,7,3,0,0,0,0,1,Normal,0.0764
01-08-2025 13:28,f0cae292,Employee,13,50,19,282,7,2,0,0,0,0,3,Normal,0.0366
01-08-2025 13:31,3c146c9d,Employee,13,42,11,25,6,3,0,0,0,0,4,Normal,0.0428
01-08-2025 13:33,9.32E+78,Vendor,13,50,12,320,1,1,0,0,0,0,3,Normal,0.2257
01-08-2025 13:34,a55201e4,Employee,13,53,0,65,4,5,0,0,0,0,4,Normal,0.3955
01-08-2025 13:34,abb66aae,Employee,13,60,4,2029,3,1,0,0,0,0,3,Normal,0.0299
01-08-2025 13:35,d60071ad,Contractor,13,48,5,732,0,2,0,0,0,0,3,Normal,0.1492
01-08-2025 13:37,ad0167b3,Employee,13,21,2,116,4,1,0,0,0,0,4,Normal,0.0426
01-08-2025 13:37,587c6fe1,Employee,13,61,21,1494,1,3,0,0,0,0,2,Normal,0.0607
01-08-2025 13:38,babf11cb,Employee,13,52,21,42,3,1,0,0,0,0,2,Normal,0.0728
01-08-2025 13:41,712e5b2c,Employee,13,59,1,39,6,2,0,0,0,0,3,Normal,0.0454
01-08-2025 13:41,2c65c9dc,Employee,13,67,4,237,5,2,1,1,0,0,1,Account Sharing,0.2528
01-08-2025 13:41,c28b37b4,Employee,13,7,8,16,2,1,0,0,0,0,3,Normal,0.07
01-08-2025 13:43,6add2e6e,Manager,13,69,7,640,2,2,0,0,0,0,2,Normal,0.0726
01-08-2025 13:44,8f722746,Admin,13,60,7,139,6,5,0,0,0,0,2,Normal,0.2969
01-08-2025 13:44,3368a4a4,Contractor,13,56,3,170,5,2,0,0,0,0,4,Normal,0.1277
01-08-2025 13:44,9e123a00,Employee,13,41,1,443,6,2,1,1,0,0,2,Account Sharing,0.2352
01-08-2025 13:44,82f2c212,Employee,13,22,38,469,1,3,0,0,0,0,1,Normal,0.0732
01-08-2025 13:44,7e0c45b5,Manager,13,26,3,109,4,1,0,0,0,0,2,Normal,0.0492
01-08-2025 13:46,c26d00dc,Employee,13,43,1,202,6,1,0,0,0,0,2,Normal,0.0319
01-08-2025 13:46,ab423597,Employee,13,42,0,681,8,1,0,0,0,0,2,Normal,0.0387
01-08-2025 13:48,946ce9f8,Contractor,13,38,15,355,13,1,1,1,0,0,1,Account Sharing,0.322
01-08-2025 13:49,97a638d5,Admin,13,44,3,333,3,1,0,0,0,0,1,Normal,0.2171
01-08-2025 13:49,002a7b17,Employee,13,62,18,178,10,4,0,0,0,0,1,Normal,0.3004
01-08-2025 13:49,9b29b2c0,Employee,13,49,2,448,3,1,0,0,0,0,3,Normal,0.0692
01-08-2025 13:50,4123cb4c,Contractor,13,28,33,784,6,1,0,0,0,0,2,Normal,0.159
01-08-2025 13:51,e1fa25c3,Admin,13,65,16,74,0,2,0,0,0,0,2,Normal,0.2123
01-08-2025 13:52,af0205ab,Contractor,13,44,13,797,3,5,0,0,0,0,4,Normal,0.4943
01-08-2025 13:54,db2f0f3b,Manager,13,52,7,47,3,1,0,0,0,0,3,Normal,0.022
01-08-2025 13:55,5c6f63fc,Manager,13,44,4,975,5,1,0,0,0,0,4,Normal,0.0533
01-08-2025 13:55,ea5983d4,Manager,13,51,30,170,3,3,0,0,0,0,1,Normal,0.0412
01-08-2025 13:55,f6d99f90,Vendor,13,34,7,138,2,1,0,0,0,0,2,Normal,0.1757
01-08-2025 13:56,9e6cf200,Employee,13,54,7,227,11,1,0,0,0,0,1,Normal,0.0672
01-08-2025 13:56,97fcb2ac,Employee,13,47,0,1044,4,1,0,0,0,0,4,Normal,0.0284
01-08-2025 13:58,a207ec51,Employee,13,60,7,284,3,2,0,0,0,0,2,Normal,0.0589
01-08-2025 13:58,48826d79,Employee,13,41,18,52,4,1,0,0,0,0,4,Normal,0.047
01-08-2025 13:58,7b2582c1,Employee,13,45,26,45,4,3,0,0,0,0,3,Normal,0.034
01-08-2025 13:59,3c35456a,Vendor,13,20,11,1107,4,2,0,0,0,0,1,Normal,0.1895
01-08-2025 13:59,18c9c183,Vendor,13,30,4,1371,5,2,0,0,0,0,4,Normal,0.1724
01-08-2025 14:00,946ce9f8,Contractor,14,63,3,415,8,1,0,0,0,0,1,Normal,0.1419
01-08-2025 14:00,5fcbb9fa,Employee,14,47,2,1612,4,1,0,0,0,0,4,Normal,0.0605
01-08-2025 14:00,9603b45d,Employee,14,48,6,104,4,1,0,0,0,0,1,Normal,0.0589
01-08-2025 14:01,ec6de847,Vendor,14,49,1,501,6,4,0,0,0,0,4,Normal,0.4718
01-08-2025 14:01,d6be3086,Employee,14,56,21,245,6,3,0,0,0,0,3,Normal,0.0649
01-08-2025 14:02,f866965a,Vendor,14,23,6,245,8,4,0,0,0,0,2,Normal,0.4366
01-08-2025 14:02,23897dc1,Vendor,14,27,2,118,26,4,0,0,2,0,4,Privilege Abuse,0.4775
01-08-2025 14:04,9b00bcf0,Employee,14,73,20,67,4,1,0,0,0,0,3,Normal,0.071
01-08-2025 14:04,9d490858,Contractor,14,57,17,209,7,2,0,0,0,0,3,Normal,0.1452
01-08-2025 14:04,2497ff83,Employee,14,69,6,250,4,2,0,0,0,0,2,Normal,0.0267
01-08-2025 14:05,d63b52e6,Admin,14,18,7,112,5,2,0,0,0,0,2,Normal,0.205
01-08-2025 14:06,0d40e8a1,Manager,14,58,11,148,5,1,0,0,0,0,1,Normal,0.0241
01-08-2025 14:06,c5d29430,Contractor,14,10,5,383,3,2,0,0,0,0,4,Normal,0.1408
01-08-2025 14:08,b6b0b55c,Vendor,14,18,31,33,3,2,0,0,0,0,4,Normal,0.2202
01-08-2025 14:08,895a2eb2,Employee,14,56,23,251,3,1,0,0,0,0,3,Normal,0.0759
01-08-2025 14:08,f82e4258,Employee,14,50,3,752,6,2,0,0,0,0,3,Normal,0.0273
01-08-2025 14:08,c2b64b72,Employee,14,1,14,490,2,1,0,0,0,0,1,Normal,0.0492
01-08-2025 14:10,8b1f9d15,Manager,14,65,8,1026,3,2,0,0,0,0,4,Normal,0.0281
01-08-2025 14:10,a7de5be1,Employee,14,51,8,166,5,1,0,0,0,0,4,Normal,0.0369
01-08-2025 14:13,4968438e,Employee,14,45,10,705,10,1,1,1,0,0,1,Account Sharing,0.2561
01-08-2025 14:14,ebaed87e,Contractor,14,20,1,63,5,1,0,0,0,0,3,Normal,0.1419
01-08-2025 14:16,ce3afd6a,Admin,14,38,16,71,8,3,0,0,0,0,3,Normal,0.185
01-08-2025 14:17,96c46127,Manager,14,39,3,965,6,2,0,0,0,0,4,Normal,0.0233
01-08-2025 14:19,468a758e,Contractor,14,55,17,137,2,1,0,0,0,0,2,Normal,0.1485
01-08-2025 14:19,f04d7b77,Employee,14,75,4,169,6,1,0,0,0,0,4,Normal,0.0542
01-08-2025 14:19,0f27b1b8,Employee,14,27,10,443,3,1,0,0,0,0,1,Normal,0.0384
01-08-2025 14:20,14ef7c9b,Employee,14,28,0,498,6,1,0,0,0,0,3,Normal,0.0294
01-08-2025 14:22,380f7602,Admin,14,41,7,1225,2,2,0,0,0,0,3,Normal,0.2093
01-08-2025 14:22,1ac5f95e,Vendor,14,55,11,736,4,2,0,0,0,0,4,Normal,0.1978
01-08-2025 14:22,7047a79a,Vendor,14,37,1,996,9,4,0,0,0,0,2,Normal,0.4378
01-08-2025 14:23,b813a6d5,Employee,14,30,10,260,6,1,0,0,0,0,3,Normal,0.0738
01-08-2025 14:24,a884398a,Employee,14,30,4,27,6,2,0,0,0,0,1,Normal,0.0718
01-08-2025 14:24,b37f809b,Employee,14,37,14,441,4,2,0,0,0,0,4,Normal,0.034
01-08-2025 14:25,336c4df1,Employee,14,75,4,1257,8,2,1,1,0,0,3,Account Sharing,0.2538
01-08-2025 14:25,67871bc6,Employee,14,39,12,1350,7,1,0,0,0,0,4,Normal,0.0238
01-08-2025 14:25,c3081f3e,Employee,14,46,6,1092,8,2,0,0,0,0,3,Normal,0.0777
01-08-2025 14:26,fed8d825,Vendor,14,34,7,1257,4,1,0,0,0,0,4,Normal,0.1887
01-08-2025 14:26,a109cbf2,Employee,14,57,31,1072,9,1,0,0,0,0,4,Normal,0.0218
01-08-2025 14:26,94d1e7a9,Employee,14,43,0,59,4,1,0,0,0,0,1,Normal,0.0305
01-08-2025 14:27,183f205a,Vendor,14,27,0,323,3,1,0,0,0,0,4,Normal,0.1862
01-08-2025 14:27,34191419,Employee,14,34,7,33,5,4,0,0,0,0,2,Normal,0.3205
01-08-2025 14:28,c1d9d43b,Employee,14,45,35,765,7,2,0,0,0,0,1,Normal,0.0296
01-08-2025 14:28,a48ecc01,Manager,14,36,2,926,4,1,0,0,0,0,3,Normal,0.0707
01-08-2025 14:28,7b8cbe13,Employee,14,59,32,111,7,1,0,0,0,0,3,Normal,0.0625
01-08-2025 14:29,14719d52,Employee,14,51,21,5,7,2,1,1,0,0,4,Account Sharing,0.268
01-08-2025 14:30,87f62cfa,Employee,14,30,15,82,6,2,0,0,0,0,3,Normal,0.0417
01-08-2025 14:30,34191419,Employee,14,52,4,81,2,1,0,0,0,0,1,Normal,0.0351
01-08-2025 14:34,0cd32287,Vendor,14,70,37,43,7,3,0,0,0,0,1,Normal,0.2197
01-08-2025 14:34,3f506477,Vendor,14,37,6,84,7,1,0,0,0,0,4,Normal,0.2157
01-08-2025 14:34,069c44b2,Employee,14,52,12,1058,5,5,0,0,0,0,4,Normal,0.4193
01-08-2025 14:35,6d1a00e5,Employee,14,34,10,341,5,2,0,0,0,0,3,Normal,0.049
01-08-2025 14:35,70a5a61c,Employee,14,40,9,358,33,5,0,0,4,0,1,Privilege Abuse,0.4709
01-08-2025 14:36,edce699a,Employee,14,28,12,511,4,3,0,0,0,0,4,Normal,0.0616
01-08-2025 14:37,fafeb8eb,Admin,14,55,0,380,13,2,1,1,0,0,2,Account Sharing,0.3788
01-08-2025 14:37,cb0c699c,Employee,14,36,3,387,2,3,0,0,0,0,4,Normal,0.0378
01-08-2025 14:38,26c7d82c,Employee,14,50,1,627,6,1,0,0,0,0,1,Normal,0.073
01-08-2025 14:38,2d43dcbe,Employee,14,42,19,733,5,1,0,0,0,0,4,Normal,0.0635
01-08-2025 14:38,f9059fb9,Employee,14,49,5,536,3,2,0,0,0,0,1,Normal,0.0469
01-08-2025 14:39,d75f0727,Employee,14,28,3,1131,7,5,0,0,0,0,1,Normal,0.401
01-08-2025 14:39,107f6dd5,Employee,14,46,6,394,3,1,0,0,0,0,4,Normal,0.0659
01-08-2025 14:40,6c9d98fb,Employee,14,25,4,74,4,1,0,0,0,0,2,Normal,0.0229
01-08-2025 14:42,24e51390,Manager,14,27,4,365,4,1,0,0,0,0,4,Normal,0.0443
01-08-2025 14:43,c49f381f,Contractor,14,37,1,828,6,2,0,0,0,0,1,Normal,0.1371
01-08-2025 14:43,cd009c66,Vendor,14,32,20,721,7,1,0,0,0,0,3,Normal,0.2072
01-08-2025 14:44,0869290b,Vendor,14,14,30,141,10,2,1,1,0,0,4,Account Sharing,0.384
01-08-2025 14:45,aefa9936,Admin,14,21,35,1569,5,1,0,0,0,0,1,Normal,0.2025
01-08-2025 14:45,ab94a464,Manager,14,59,0,764,4,5,0,0,0,0,3,Normal,0.1234
01-08-2025 14:45,1c4b4f9a,Manager,14,58,7,1032,8,4,1,1,0,0,2,Account Sharing,0.2516
01-08-2025 14:45,bbcde065,Employee,14,29,1,164,7,1,0,0,0,0,1,Normal,0.0482
01-08-2025 14:46,987bc8c7,Employee,14,31,23,165,6,1,0,0,0,0,4,Normal,0.0256
01-08-2025 14:48,ae9fea97,Contractor,14,34,3,776,5,5,0,0,0,0,2,Normal,0.5074
01-08-2025 14:50,28c86477,Employee,14,51,5,88,3,2,0,0,0,0,3,Normal,0.0469
01-08-2025 14:50,b05251ef,Employee,14,56,7,1194,3,2,0,0,0,0,1,Normal,0.0402
01-08-2025 14:50,ef0ab99d,Contractor,14,11,32,415,3,2,0,0,0,0,2,Normal,0.136
01-08-2025 14:50,245d904b,Employee,14,11,0,259,20,5,0,0,2,0,2,Privilege Abuse,0.4172
01-08-2025 14:51,3b677429,Employee,14,42,18,116,6,1,0,0,0,0,4,Normal,0.0388
01-08-2025 14:52,e39dc0d5,Employee,14,40,1,146,9,1,0,0,0,0,4,Normal,0.0489
01-08-2025 14:52,96c5204a,Manager,14,29,326,48157,1,5,0,0,0,0,1,Privilege Abuse,0.6239
01-08-2025 14:54,d52196dc,Vendor,14,34,0,408,2,2,0,0,0,0,4,Normal,0.2114
01-08-2025 14:54,64f51395,Employee,14,38,2,1026,4,4,0,0,0,0,3,Normal,0.305
01-08-2025 14:54,587c6fe1,Employee,14,23,1,1320,2,2,0,0,0,0,1,Normal,0.0565
01-08-2025 14:56,da59ab8c,Manager,14,56,3,632,6,3,0,0,0,0,1,Normal,0.0644
01-08-2025 14:57,ced5da94,Admin,14,35,17,140,5,2,0,0,0,0,4,Normal,0.1947
01-08-2025 15:00,f60f74d5,Employee,15,49,7,1124,5,1,0,0,0,0,4,Normal,0.0661
01-08-2025 15:00,74e4f0f3,Employee,15,34,3,657,5,2,0,0,0,0,1,Normal,0.0269
01-08-2025 15:00,fd2567da,Employee,15,39,2,844,5,1,0,0,0,0,2,Normal,0.0613
01-08-2025 15:01,539ef301,Employee,15,57,10,158,7,1,0,0,0,0,1,Normal,0.0372
01-08-2025 15:01,0dfe7cd6,Employee,15,67,2,808,5,2,0,0,0,0,1,Normal,0.0621
01-08-2025 15:01,fbb62048,Vendor,15,20,0,989,5,1,0,0,0,0,1,Normal,0.2275
01-08-2025 15:03,e6db93fd,Admin,15,74,15,7,6,2,0,0,0,0,4,Normal,0.1761
01-08-2025 15:03,64ba50b0,Employee,15,34,3,598,7,2,0,0,0,0,2,Normal,0.0471
01-08-2025 15:04,b513a518,Contractor,15,10,4,396,5,1,0,0,0,0,1,Normal,0.1443
01-08-2025 15:06,9300af2f,Contractor,15,49,2,688,6,2,0,0,0,0,1,Normal,0.1605
01-08-2025 15:06,d5e5116a,Vendor,15,103,5,356,2,2,0,0,0,0,4,Normal,0.2138
01-08-2025 15:06,28d395b4,Employee,15,44,3,1062,5,1,0,0,0,0,3,Normal,0.043
01-08-2025 15:07,b6339d2d,Employee,15,51,13,232,4,2,0,0,0,0,2,Normal,0.0407
01-08-2025 15:07,ed9d3e88,Contractor,15,50,0,161,4,1,0,0,0,0,2,Normal,0.1476
01-08-2025 15:08,762c281a,Employee,15,34,3,147,21,4,0,0,4,0,4,Privilege Abuse,0.408
01-08-2025 15:09,e5f8068d,Employee,15,50,14,837,2,2,0,0,0,0,4,Normal,0.0673
01-08-2025 15:09,5622230c,Employee,15,44,1,1286,5,2,0,0,0,0,2,Normal,0.0476
01-08-2025 15:09,e1ab7010,Employee,15,37,16,653,4,1,0,0,0,0,4,Normal,0.0256
01-08-2025 15:10,ceb28c76,Admin,15,33,0,157,3,1,0,0,0,0,2,Normal,0.198
01-08-2025 15:10,c8501059,Vendor,15,29,17,625,7,1,0,0,0,0,3,Normal,0.1996
01-08-2025 15:11,f4d87bfc,Employee,15,53,5,201,9,2,0,0,0,0,2,Normal,0.0691
01-08-2025 15:12,ef099055,Employee,15,51,23,55,5,2,0,0,0,0,2,Normal,0.0351
01-08-2025 15:13,e8fe3bdd,Employee,15,46,18,710,7,2,0,0,0,0,3,Normal,0.0647
01-08-2025 15:13,7.79E+09,Vendor,15,56,0,157,4,1,0,0,0,0,4,Normal,0.2187
01-08-2025 15:13,8e92a46c,Employee,15,54,7,430,5,5,0,0,0,0,2,Normal,0.4097
01-08-2025 15:14,b686ef9a,Employee,15,64,20,249,24,4,0,0,4,0,3,Privilege Abuse,0.4271
01-08-2025 15:14,399f4c9b,Employee,15,23,13,315,2,1,0,0,0,0,4,Normal,0.0289
01-08-2025 15:14,c919d8e8,Employee,15,36,16,89,5,1,0,0,0,0,4,Normal,0.0315
01-08-2025 15:15,255a0ffb,Contractor,15,26,47,827,4,1,0,0,0,0,4,Normal,0.1345
01-08-2025 15:15,a0f11bf8,Employee,15,58,2,200,6,2,0,0,0,0,1,Normal,0.0453
01-08-2025 15:15,3fabab80,Employee,15,41,12,571,4,1,0,0,0,0,2,Normal,0.0587
01-08-2025 15:17,180435a5,Contractor,15,35,3,615,5,2,0,0,0,0,2,Normal,0.1758
01-08-2025 15:20,bd8ec5f2,Manager,15,63,7,331,3,1,0,0,0,0,3,Normal,0.0237
01-08-2025 15:20,34a74ae9,Employee,15,27,9,369,6,2,0,0,0,0,1,Normal,0.0546
01-08-2025 15:20,3039080e,Employee,15,35,11,1690,38,5,0,0,3,0,4,Privilege Abuse,0.5159
01-08-2025 15:21,67760f97,Manager,15,34,15,323,9,4,1,1,0,0,3,Account Sharing,0.2662
01-08-2025 15:23,3d95b254,Contractor,15,45,6,643,3,1,0,0,0,0,3,Normal,0.1747
01-08-2025 15:24,745d6280,Employee,15,47,13,939,1,2,0,0,0,0,2,Normal,0.0651
01-08-2025 15:24,f4319399,Employee,15,38,1,1128,4,3,0,0,0,0,1,Normal,0.066
01-08-2025 15:25,d2e56a6d,Employee,15,51,14,25,7,1,0,0,0,0,2,Normal,0.0606
01-08-2025 15:26,b37d6e3d,Employee,15,43,20,21,8,1,0,0,0,0,3,Normal,0.0514
01-08-2025 15:27,4ecb0f49,Employee,15,31,3,100,4,5,0,0,0,0,1,Normal,0.3931
01-08-2025 15:28,75d1ceca,Vendor,15,54,3,33,7,2,0,0,0,0,2,Normal,0.1968
01-08-2025 15:28,da6bc993,Vendor,15,70,13,21,7,1,0,0,0,0,2,Normal,0.2071
01-08-2025 15:29,2b810aca,Employee,15,63,10,388,27,4,0,0,3,0,2,Privilege Abuse,0.372
01-08-2025 15:29,9eaeb8ba,Vendor,15,29,4,352,6,1,0,0,0,0,3,Normal,0.202
01-08-2025 15:33,79a647f6,Employee,15,74,15,742,6,2,0,0,0,0,4,Normal,0.0708
01-08-2025 15:34,fb16d6fd,Employee,15,32,34,477,10,1,0,0,0,0,3,Normal,0.0436
01-08-2025 15:34,655d78bc,Vendor,15,37,10,67,7,5,0,0,0,0,2,Normal,0.5541
01-08-2025 15:36,d7fd12d6,Contractor,15,40,10,15,9,3,0,0,0,0,3,Normal,0.1721
01-08-2025 15:36,402f9c72,Employee,15,48,12,1952,7,5,0,0,0,0,3,Normal,0.3951
01-08-2025 15:36,f97a47e5,Employee,15,70,11,233,5,1,0,0,0,0,3,Normal,0.0531
